ID,SMILES,Fluorescence
43537,CC(C)[C@@H]1CN(C(=O)CCS(=O)(=O)C2CCCC2)C2=CC=CC=C2N1,0
43539,COC1(CCCCC1)C(=O)N(C)C[C@H]1COC2=CC=CC=C2O1,0
43540,ClC1=CC=C(C=C1)C1=NN(CC(=O)NC[C@@H]2CN(C3CC3)C(=O)C2)N=N1,0
43541,COC1=CC=CC=C1[C@@H](NC(=O)CCC1=C(C)N=C(C)NC1=O)C1=CC=CO1,0
43542,CN(C(=O)[C@@H]1CCOC2=CC=CC=C12)C1=NC2=CC=CC=C2N1C,0
43543,COC[C@H](NC(=O)N1CCC(=CC1)C1=C(C)NC2=CC=CC=C12)C1CC1,1
43544,COC[C@H](NC(=O)CCC1=C(C)N=C(NC1=O)C1=CC=NC=C1)C1=CC=C(C)O1,0
43545,O=C(NC1=CC=C(C=C1)C1=NC=CO1)N1CCOC[C@H]1C1=NNC=N1,0
43546,CC1=CC(F)=CC2=C1C=C(N2)C(=O)NCC1=CC=C(C=C1)S(=O)(=O)CCO,0
43547,Cl.CC1=CC=C(C=C1S(=O)(=O)N1CCC[C@@H](N)C1)C#N,0
43548,CN1C=CC(=N1)N1CCC[C@H](SCC(=O)NC2=CC=CC=C2)C1=O,0
43550,C[C@H]1CN(C)C2=CC=CC=C2CN1C(=O)CC1=NN(C)C=C1,1
43552,CN1C(CNC(=O)N[C@H]2CCCC3=C2NN=C3)=NC2=CC(C)=CC=C12,0
43553,O=C(NCCS(=O)(=O)CCC1=CC=CC=C1)C1=CC=C(C=C1)C#N,0
43554,COC[C@H](NC(=O)C1=CN=C(S1)C1=CC=CC=C1F)C1CC1,1
43555,CCN1C2=CC=C(C=C2N=C1C1=CN(N=C1)C(C)(C)C)S(=O)(=O)N(C)C,0
43556,C[C@H]1CCC2=CC=CC=C2N1CCC(=O)NC1=CC=C2N(C)C(=O)OC2=C1,0
43558,CN(C)C(=O)COC1=CC=C(NC(=O)C2=CC(=O)C3=CC=CC=C3O2)C=C1,0
43560,CN1C=CC(=N1)N1CCC[C@H](SC2=NC(O)=CC(=N2)C2CC2)C1=O,0
43561,CC(=O)[C@@H]1CC(=NN1C1=CC=CC=C1)C(=O)NCC1(O)CCCCCC1,1
43563,CCNC(=O)CNC(=O)C1=CC2=CC(Br)=CC=C2OC1,1
43564,CN(C(=O)NCC1=CC=C(N)C=C1Cl)C1=CC=C(F)C=C1,0
43565,C[C@H](N1CCN(CC(C)(C)O)CC1)C1=NC2=C(C(C)=C(C)S2)C(=O)N1,0
43566,CC1CN(C1)C(=O)CSCC1=CC=C(Cl)C=C1Cl,0
43567,CN1C=CN=C1CNC(=O)[C@H]1CCCN(CC2=CC=CC(F)=C2)C1,0
43568,COC1=CC=CC(C(=O)NC2=NC=CN2C2=CC=CC=C2)=C1O,1
43569,CN1CCN(CCC(=O)NC(=O)NCC(F)(F)F)C(C)(C)C1=O,0
43570,CC1=CC=C(CSCC(=O)N[C@H]2CCN(C3CC3)C2=O)C=C1,0
43571,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N1CCC(CC1)NC1=CC=C(C=N1)C#N,1
43572,COC1=CC=C(CCNC(=O)[C@@H](NC(C)=O)C2CCCC2)C=C1,0
43576,COCC1=CC=C(NC(=O)N(C)CC2=CC=C3OCOC3=C2)C=C1,0
43577,C[C@H]1CCCN(CCNC(=O)C2=CC(=CC=C2F)S(N)(=O)=O)C1,0
43579,COC1=CC(NC(=O)NC2=CC(Cl)=C(OC)C(Cl)=C2)=NN1C,0
43580,C[C@@H]1OC2=CC=CC=C2N(CC(=O)N(C)C2CCCCC2)C1=O,0
43581,CN1C=CN=C(NC(=O)C2=C(C)N=C(S2)C2=CC=CC(Cl)=C2)C1=O,1
43582,C[C@H](NCC(=O)NC1=CC(=CC=C1C)C(=O)NC1=CC=CC=C1)C1=NN=NN1C,0
43583,COC1=CC=C(CN(C)C2=CC=C(N=C2)C#N)C=C1O,0
43586,COC1=CC=CC=C1NC1=NC=CC=C1C(=O)N[C@@H](C)C1=NC=CN1,0
43588,CN1C(NC(=O)C2=CC=C(C)C=C2O)=NC2=CC=CN=C12,1
43589,CN(CC1=CN=CC=N1)CC1=CC=C(C=C1Br)C#N,0
43591,C[C@H](NC(=O)C1=C2NN=NC2=CC=C1)C(=O)N1CCC2=CC=CC=C12,1
43592,ClC1=CC=CC=C1[C@@H]1N(CCNC1=O)C(=O)C1=COC(=N1)C1CCOCC1,0
43593,CC[C@H](N1CCCC1=O)C(=O)NC1=CC(=CC=N1)C(F)(F)F,0
43594,CN(C)C1=NC(C)=CC=C1NC(=O)C1=CSC(=N1)C1=CC=CC=N1,0
43595,O=C(NCC[S@](=O)CC1=CC=CC=C1)NCC1=NC(=NO1)C1CC1,1
43597,CCNC1=CC=C(Cl)C=C1C(=O)N1CCO[C@@H](C1)C1=NC(C)=NN1,1
43598,CCC1=C(C=NN1C1=CC=CC=N1)C(=O)NC1=CC=C2CNC(=O)C2=C1,0
43599,CCOC1=CC=C(NC(=O)N[C@H]2CCN(CC3=CC=C(C)C=C3)C2=O)C=C1,0
43600,CN(CC(=O)N[C@H]1CCCCNC1=O)C1=CC=C(C=N1)C#N,1
43601,COC1=CC=C(C=C1OC)N1C(=O)C2=CC=CC=C2N=C1SCCCO,0
43603,FC(F)C(F)(F)CNC(=O)C1=NOC=C1,1
43604,CN(C)C1=CC=CN=C1NS(=O)(=O)C1=CC(C)=C(Br)S1,0
43605,CCSC1=NN=C(O1)C1=C(C)C=CS1,1
43606,C[C@H](N1C=NC2=C1C(=O)N(C)C(=O)N2C)C(=O)NC(C)(C)C,0
43607,C[C@]1(CCCCN1CC1=NN(C=C1)C1=CC=C(F)C=C1F)C(N)=O,0
43609,CC1=CC=C(C=C1C)S(=O)(=O)CC1=CC=CN=C1,0
43611,CN(C)S(=O)(=O)C1=CC=C(F)C(NC(=O)C2=CN(N=C2)C2=CC=CC=C2)=C1,0
43614,CC1=CSC(=N1)[C@@H]1COCCN1CC1=CC=CC(O)=C1,0
43615,CC1=CC=C2NC(=CC2=C1C)C(=O)NC[C@H]1CN(CCO1)C1CC1,1
43618,CC(C)CN1C=CN=C1CN1C(=O)[C@@H]2CCCCN2C1=O,0
43621,CN(C1=NC(C)=CC=C1)S(=O)(=O)C1=CC=CC2=NSN=C12,0
43622,ClC1=CC=C2OCC(=CC2=C1)C(=O)N1CCN(CC1)C1=CC=CC=N1,1
43624,CC1=CC(NC(=O)CN2CCN(CC2)S(=O)(=O)C2=CC=CC=C2Cl)=NO1,0
43625,CN1N=CC2=C(NCC3=CC4=CC=CC=C4O3)N=CN=C12,0
43626,COCC1=NC(COC2=CC=C(C#N)C(Cl)=C2)=NO1,0
43627,CN1C=C(C=N1)[C@@H]1CSCCN1CC1=NC=C(C)O1,0
43628,C[C@H]1CCS(=O)(=O)CCN1C(=O)CNC(=O)NCC1CCCC1,0
43629,CC1=CC(=CC=C1NS(=O)(=O)C[C@H]1CCCCO1)S(=O)(=O)CCO,0
43632,CCOC1=CC=C(NC(=O)[C@H](C)SC2=NN=C(CC)N2)C=C1,0
43634,O=C(NC1=CC=CC2=C1C(=O)NC2)C1=NN(C=C1)C1=CC=CC=C1,1
43635,CC(C)CN1CC(=O)N(CCCS(C)(=O)=O)C1=O,0
43636,CCSC1=NN2C(=N1)N=C(C)C(C)=C2C,0
43637,CN(CC(=O)NC1=CC=C(Cl)C(=C1)C(F)(F)F)C(=O)C1=C(C)N=CN1C,0
43639,CC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1NC(=O)N1CC[C@](C)(O)C1,0
43640,OC1=NN=C(N1)SCC(=O)C1=CC=C(F)C=C1F,1
43641,CN1C(=O)N(C)C(OC2=CN=C3C=CC=CC3=C2)=C(C#N)C1=O,1
43644,CCN1[C@@H](CC2=CC=CC=C2)C(=O)N(C1=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,0
43647,CC1=CC=CC=C1OCCCC(=O)N1CCCC[C@@H]1CNC(N)=O,0
43648,COC1=CC(NC(=O)NCC2=NC=C(O2)C2=CC=CC=C2)=CC=C1N1CCCC1=O,0
43649,COC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C)CN1CCOCC1,0
43650,ClC1=CC2=C(OCO2)C=C1NC(=O)C1=CC(=CC=C1)C#N,1
43651,CC[C@H](C)NC(=O)CN1CCN(CC1)C1=NN=NN1C1=CC=CC=C1,0
43654,CC(C)(C)C(=O)N1CCN(CC2=NC(=NO2)C2=CC=CS2)CC1,0
43655,CC1=NN=NN1C1=CC=CC(NCC(=O)NCC(F)(F)F)=C1,0
43657,COC1=CC=C(C=C1F)S(=O)(=O)N1CCC[C@@H](C1)C(F)(F)F,0
43660,CNC1=NN=C(SCC(=O)N[C@@H](C)C2=CC(OC)=CC=C2OC)S1,0
43662,CC[C@H]1CN(CCO1)S(=O)(=O)C1=CC=CC(=C1)C#N,0
43663,CC1=CC=C(O1)[C@H](CNC(=O)NCC1=CC=CS1)N1CCOCC1,0
43664,Cl.CCOC1=CC=CC=C1OC1CCNCC1,0
43665,CC1=CC=C(C=C1NCC(=O)N[C@](C)(C#N)C1CC1)S(C)(=O)=O,0
43666,CC1=CC=CC(NC2=CC=C(C=C2S(C)(=O)=O)S(C)(=O)=O)=C1,1
43668,C[C@@H](CNC(=O)CC1=C(C)ON=C1C)CN1N=C(C)C=C1C,0
43671,CCCCN1C(=O)NN=C1SC[C@H]1CSC2=NN=C(N12)C1=CC=CN=C1,0
43672,CCC[C@H](C)NC(=O)COC1=CC=C(C=C1)C1=NOC(C)=N1,0
43674,CNS(=O)(=O)C1=CC=C(O1)C(=O)N1CCC[C@@H](C1)C(F)(F)F,0
43675,C[C@H]1CN(CCO1)C1=NN2C(C=C1)=NN=C2C(F)(F)F,0
43676,CC(C)CNC(=O)COC1=CC=C(C=C1)C1=NOC(C)=N1,0
43677,CC1=NOC(=N1)[C@H]1CCCN(C1)C(=O)NC1=CC=C(F)C=C1,0
43678,C[C@H]1CCC2=CC=CC=C2N1C(=O)CN(C1CC1)S(=O)(=O)C1=CC=CN=C1,0
43680,CCC1=CC=C(O1)C(=O)N1CCC[C@H](CNS(C)(=O)=O)C1,0
43682,CC(C)N1N=CC2=C(C=C(C)N=C12)C(=O)N[C@H]1CCS(=O)(=O)C1,1
43683,CN1C=NN=C1[C@H]1CCCN(C1)C(=O)C1=CC(Cl)=CC=C1F,0
43684,NC(=O)CCN1CCC[C@H]1C1=CSC=C1,0
43686,CC1=CC=C(C=C1C(=O)NCC1=CC=C(CN2C=CN=C2)C=C1)S(N)(=O)=O,0
43687,FC1=CC=C2[C@@H](CC(=O)NC2=C1)C(=O)NCCCOCC(F)(F)F,0
43688,CCC1=CC=CC(C)=C1NCC(=O)N[C@H]1CCS(=O)(=O)C1,0
43689,COCCCC(=O)NC1=NC(=CS1)C1=CC(F)=CC=C1F,1
43690,CC(=O)C1=CC=CC(=C1)S(=O)(=O)N(C[C@H]1CCOC1)C1CC1,0
43691,COC1=CC=C(C=C1F)[C@H](C)NC(=O)CCC1=NC(=NO1)C(C)C,0
43692,CCOC1=NC=CC=C1C(=O)N1CCCC2=CC(F)=C(F)C=C12,0
43693,CC(C)CN1C[C@H](CC1=O)C(=O)NC1=CC(C)=CC=N1,0
43695,C[C@H](N1CCN(CC1)C(=O)C1=CC=CS1)C1=NC(C)=NO1,0
43696,CN(C)C1=CC(=CC=N1)C(=O)NC[C@H](N1CCCC1)C1=CC=CO1,1
43697,C[C@H]1COCCN1S(=O)(=O)C1=CC=C(C=C1)C(C)=O,0
43699,C[C@H]1CN(CCO1)C(=O)CCOC1=CC=C(F)C=C1,0
43700,C[C@H](N(C)C(=O)NC1=CC=CN=C1N1CCCC1)C1=CC=CS1,1
43701,C[C@H]1COCCN1CN1N=C(OC1=O)C1=CC=C(F)C=C1,0
43703,NC1=NC(Cl)=CC(=N1)N1CCC[C@@H](C1)C(=O)N1CCOCC1,0
43704,CN([C@H]1CCS(=O)(=O)C1)C(=O)C1=C(F)C=CC=C1Cl,0
43705,COC1=CC=CC(C2=NC(=CS2)C(=O)N2CCCC2)=C1OC,1
43706,CC1=CC=CC2=NC(COC3=CC=CC=C3C(N)=O)=CC(=O)N12,1
43707,CCN1CCN(CC1)C1=CC=C(CNC(=O)C2=NNC(=O)C=C2)C=N1,0
43708,FC(F)(F)C1=NN=C(NC(=O)CCC2=NC3=CC=CC=C3N2)N1,0
43709,CCCC1=NC(C)=C(S1)C(=O)NCC1=CC=CC(=C1)C(=O)NC,0
43710,CC(C)C1=CC(=NN1C(C)(C)C)C(=O)N1CCNC(=O)C1,0
43711,C[C@H]1CCCCN1C(=O)CN1C(=O)COC2=CC=C(Cl)C=C12,0
43712,NC(=O)NC(=O)CN1CCC[C@H]1C1=CSC=C1,0
43713,CC1=CC=C(O1)C(=O)N1CCCC[C@@H]1CNS(C)(=O)=O,0
43714,C[C@H]1COCCN1C(=O)C1=CC(C)=NO1,0
43715,COC1=CC=C(OC)C(NC(=O)N(C)CC2=CSC=C2)=C1,0
43716,C[C@H](N(C)CC1=C(C)ON=C1C)C1=CC=C(C=C1)S(C)(=O)=O,0
43717,CC(C)[C@@H]1NC(=O)N(CC2=CC=CC(=C2)C(F)(F)F)C1=O,0
43718,CNC(=O)[C@@H]1CN(CCOC)C2=CC=CC=C2O1,0
43719,CN1N=C(C)C=C1NC(=O)[C@@H]1CN(CC(F)(F)F)C(=O)C1,1
43720,C[C@]12CCC(=O)N1C1=CC=CC=C1C(=O)N2CCC(=O)NCC1=NN=C2C=CC=CN12,1
43722,CN1C2=C(N(CC(=O)C3=CC=C4C=CC=CC4=C3)C=N2)C(=O)N(C)C1=O,0
43723,C[C@H](N(C)C(=O)CN1C=CC(=O)NC1=O)C1=CC=C(F)C(F)=C1,0
43724,C[C@H](N1CCC(CC1)C(N)=O)C1=NC(=NO1)C1=CC=C(C)C(F)=C1,0
43725,CC1=CC2=NC(COC3=CC=C(C=C3)C#N)=CC(=O)N2C=C1,1
43727,COCCNS(=O)(=O)C1=CC(=CC=C1OC)C(=O)NC1=CC=CC=C1OC,0
43728,COC1=NC=CC=C1C(=O)NC[C@H](C)N1CCC2=C(C1)C=CS2,0
43730,CC(C)CCNC(=O)C1=C(CS(=O)(=O)C2=CC=CC=C2)C=CO1,0
43732,O=C(NC[C@H](N1CCCCC1)C1=CC=CO1)C1=COCCO1,0
43733,CN1C=NN=C1[C@H]1CCCN(C1)C(=O)CCC1=CC=CS1,0
43734,CC[C@H]1CN(CCO1)C(=O)C1=C2N=C(C)C=C(C)N2N=C1,1
43738,COC1=CC=C(C=C1OC)C(=O)CN1N=NN(C2=CC=CS2)C1=O,0
43740,CCCS(=O)(=O)C1=CC=CC=C1C(=O)N[C@H]1CCCS(=O)(=O)C2=CC=CC=C12,0
43741,O=C(NC1=CC=C(NC(=O)C2=CC=C3NC=NC3=C2)C=C1)C1CC1,0
43742,CC1=CC2=NC(=CN2C=C1)C(=O)NC1=CC(=CC=C1N1CCCC1)C(N)=O,0
43743,O=S(=O)(NC1=NN(CC2=CC=CC=C2)C=C1)C1=CC=CC=C1,0
43744,COC1=CC=C(C=C1C(=O)NC1=CC=C(NC(=O)C2=CC=CO2)C=C1)S(N)(=O)=O,1
43745,CC1=CC(=O)N2N=C(NCC3CCCCC3)SC2=N1,0
43747,O=C(CN1C(=O)OC2=CC=C(NC(=O)C3=CC=CC(=C3)N3CCCS3(=O)=O)C=C12)N1CCCCC1,1
43749,NC(=O)CCOC1=CC=CC=C1NC(=O)C1=CC(Cl)=CC=C1F,1
43752,CC(C)(C)C1=CC=C(C=C1)[C@@]1(C)NC(=O)N(CN(CC#N)C2CC2)C1=O,0
43753,CCS(=O)(=O)N1CCC(CC1)NCC1=CN(N=C1)C(C)(C)C,0
43755,COC1=CC=C(NC(=O)C2=CC=CC=C2NC(=O)C2=CN3C=CC=NC3=N2)C=N1,1
43758,CS(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=CC=C(N2C=CN=C2)C(F)=C1,1
43759,O=C(NC1=CC(=CC=C1)C(=O)NCCCCN1C=CN=C1)C1CC1,0
43760,O=C(N1CCN(CC1)C1=NC=CS1)C1=CC=C2C=CC=CC2=N1,0
43762,CSC1=NC=C(Cl)C(=N1)C(=O)NC[C@H](C)CN1N=C(C)C=C1C,0
43763,C[C@H]1CCCCN1CCC(=O)NC1=C(C=CS1)C#N,0
43764,CC(=O)C1=CC=C(S1)C(=O)NC1=C(C=CS1)C#N,0
43765,CN1C(=O)N(C)C2=C(C1=O)C(SCC(=O)NC1=NN=C(C)O1)=NC(=N2)C(C)(C)C,0
43766,CNC(=O)C1=CC(=CN1C)S(=O)(=O)NCC1=CC=C(C=C1)N1C=CC=N1,0
43769,CC(=O)NCCNC(=O)NCC1=CC=CC(NC(=O)C2=CC=C(C)C=C2)=C1,0
43770,CC1=NC(COC2=CC=C(C=C2Cl)C#N)=NO1,0
43771,C[C@@H](CNC(=O)C1=COC=C1)CN1N=C(C)C=C1C,0
43772,COC1=CC=C(C(=O)NC2=CC=C(N3C=NC=N3)C(F)=C2)C(OC)=C1,0
43773,COCCCN1C(=O)NN=C1SCC1=NC2=CC(Cl)=CC=C2N1C,0
43775,CCN(CC)C1=CC=C(NC(=O)N[C@@H](C)CN2C=CC=N2)C=N1,1
43777,COC1=CC=C(C=C1OC)C(=O)CSC1=NC2=C(C=CS2)C(=O)N1C,0
43778,CNC(=O)[C@@H]1CCCCN1S(=O)(=O)C1=CC=CC(Br)=C1,0
43780,COC1=CC=CC=C1[C@H](C)N(C)CC#C,0
43781,NC(=O)C1=CC=NC(OC2=CC=CC=C2F)=C1,0
43782,NC(=O)[C@H]1CCCN(C1)C1=NC=NC2=CC=CC=C12,1
43785,OC1=NC=CC=C1C(=O)N1CCCN(CC1)C(=O)C1=CC=CN=C1OC1=CC=CC=C1,0
43787,COC1=CC(NC(=O)C2=CC=CC=C2)=C(OC)C=C1NC(=O)NCC1=COC=C1,0
43789,CN(C)[C@@H](CNC(=O)C1=C(C)OC(C)=C1)C1=CSC=C1,0
43791,CC1=NC=CN1C1=CC=C(NC(=O)C2=CC=CN=C2)C=C1F,0
43794,COCCS[C@@H](C(N)=O)C1=CC=C(Br)C=C1F,0
43795,CC(C)[C@H](NC1CCN(CC1)C(=O)C1=COC=C1)C1=CC=CC=C1,0
43796,CC1=CC(=NN1)[C@H]1CCCN(CCCS(N)(=O)=O)C1,0
43797,CN(C)C1=NN=C(O1)C1=CC=C(NS(=O)(=O)C2=CN(N=C2)[C@H]2CCOC2)C=C1,1
43798,CCC1=C(C)C(NCC2=CC(=CS2)C#N)=NN1,0
43799,NC(=O)C1(CCCCC1)NCCCC#N,0
43800,CC1=C(SC2=C1C(=O)N1CCCCCC1=N2)C(=O)N1CC(O)C1,0
43801,O[C@H](COC1=CC=CC=C1)CN1CCN(CC1)C(=O)C1=CC=CN=C1,0
43803,CC[C@H]1CCCCN1C(=O)C1=CC=C(NC1=O)C1=CC=CS1,1
43804,CCCSCC(=O)NC1=CC=C(C(=O)NCC(=O)N(C)C)C(Cl)=C1,0
43805,CN1C(=O)NC(=O)C2=CC(=CN=C12)S(=O)(=O)NCC1=C2CCCCN2C(C)=N1,1
43806,CCC1=NNC(=N1)[C@@H]1CN(CCO1)C(=O)COC1=CC=CC=C1C#N,0
43807,C[C@H](NCC1=CN=C(S1)N(C)C)C1=NN=C2CCCCN12,0
43808,CC[C@H]1CCCCN1C(=O)C1=CC=C(C=C1)N1CCNC1=O,0
43811,CC1=CN2C[C@H](CCC2=N1)NC(=O)C1=CSN=N1,0
43813,O=C(NC1=CC=C2NN=CC2=C1)[C@H]1CCS(=O)(=O)C1,0
43814,CCN1C[C@H](CC1=O)C(=O)N1CCOC2(CCCC2)C1,0
43815,CN(CC1=CC(Br)=CN1C)C(=O)C1=NOC=C1,0
43816,CC(C)CNC(=O)NCC1=CN=CN=C1N,0
43819,CSC1=NSC(NC(=O)N2CCC[C@H](C)C2)=N1,0
43820,CN([C@H]1CCSC1)C(=O)CC(N)=NO,0
43821,OC1CCN(CC1)C(=O)C1=CC=C(NC(=O)C2=CC=CC(NC(=O)C3=CC=CS3)=C2)C=C1,0
43822,FC1=CC=C(C=C1NC(=O)N[C@H]1CCN(C2CC2)C1=O)N1CCCC1=O,1
43823,CN1C=C(C(N)=O)C(NC(=O)C2=CC=C(Br)C=C2)=N1,0
43824,OC1=C([C@H](N(CCCN2C=CN=C2)C1=O)C1=CC=C(O)C=C1)C(=O)C1=CC=C2OCCOC2=C1,0
43825,CC(C)N1C=CC(CC(=O)N[C@H]2CC22CCOCC2)=N1,0
43826,CN1CC[C@]2(CCN(C2)C(=O)CC2CCCC2)C1,0
43828,CC1=NC=C(C(=O)N2CCC(CC2)[C@H](O)C2=CC=CC=C2)C(C)=N1,0
43830,CCN(C)C(=O)[C@H](C)NC(=O)N1CCC(CC1)C1=CC=NN1C,0
43832,CSC1(CC1)C(=O)NC1=CC=C(C2=NN=CO2)C(F)=C1,0
43833,C[C@]1(O)CCCN(C1)C(=O)CC1=CC=CC(=C1)N1CCCC1=O,0
43837,CN(C)C[C@]1(O)CCN(C1)S(=O)(=O)C1=CC=CC(=C1)C#N,0
43838,CN(CC1=NC(=CN1)C1=CC=CC=C1)S(=O)(=O)[C@H]1CCCCC1=O,0
43839,FC1=CC(NS(=O)(=O)C[C@H]2CCCO2)=CC=C1N1NC(=O)C=C1,0
43840,CC(CO)(CO)NC(=O)NC1=CN=C(Br)C=N1,1
43844,CN1C(=O)C=CN(CC(=O)N2CC3(CCCC3)C3=CC=CC(Cl)=C23)C1=O,0
43847,CCCC1=NC(CN2C(=O)[C@@H]3CCCN3S2(=O)=O)=NO1,0
43848,CN1C=C(CCNC(=O)[C@@H]2CCCCN2C(=O)C2=CC=CO2)C=N1,0
43849,CC1=CC=C(C)C(OCCN2N=CC3=C(N=CN3)C2=O)=C1,0
43850,C[C@@]1(CCNC(=O)C1)C(=O)NC1=CC=C(N2NC(=O)C=C2)C(F)=C1,0
43851,CC(C)[C@@H](CO)NC(=O)NC1=CC=CC2=C1C=CC(=O)N2,1
43852,CCCN1C=CC2=CC(NC(=O)[C@@H](O)C3(O)CCOCC3)=CC=C12,0
43853,CC(=O)N1CC2(CCN(CC2)C(=O)C2=CC(C)=C(F)C=C2F)[C@H]2COC[C@@H]12,0
43854,ClC1=CC(OCC2CCN(CC2)C(=O)C2=CNN=N2)=CC(Cl)=C1,0
43856,CN(CCNC(C)=O)C(=O)C1=CC=CC=C1C1=NC=CN1,0
43857,O=C1ON=C(N1C[C@H]1CCCS(=O)(=O)C1)C1=CC=CC=C1,0
43858,O=C(NC1=NC=CN1CC1=CC=CC=C1)[C@@H]1CCCCN1C1CCCC1,0
43859,CN1C=C(CNC2=CC=CC(=C2)S(=O)(=O)N2CCC(O)CC2)N=N1,0
43860,COCC(C)(C)C(=O)NC[C@H]1CCCCN(CC2=CC=CC=C2)C1,0
43863,COC1=CC=C(OCC(=O)N2CCC(CC2)C2=CNC=N2)C=C1,0
43864,CC1=CC(=NO1)[C@@H]1CCCN1C(=O)COC1=CC=C(C)C=C1C,0
43865,O=C(CC1CCN(CC1)C(=O)[C@@H]1COC2=CC=CC=C12)N1CCCC1,0
43867,O=C(NCC[C@H]1COC2=CC=CC=C2O1)N1CCOC2(CCOCC2)C1,0
43868,CCCNC1=NN=C(SCC2=NNC(=O)NC2=O)S1,0
43869,CCN(CC)C(=O)C1=CC=C(C=C1)C1(O)COC1,0
43871,CNC(=O)NC(=O)CN1CC[C@H](C)N(CC2=CC=CC=C2)CC1,1
43873,CN(CC1=C(C)N=C2SC(C)=CN12)C(=O)C1=CC(=O)N(C)C=C1,1
43874,CC(C)[C@H](CNC1=CC(=CC=N1)C#N)N1CCOCC1,1
43877,COCC1=CC(=NO1)C(=O)N(C)[C@H]1CCCN(CC2=CC=CC=C2)C1,0
43878,C[C@H]1CN(CCC1(F)F)C(=O)C1=CC=C(C=C1)N1CCNC1=O,1
43879,CC(C)(C)C[C@H](NC(=O)C1=CC(=O)NC=C1)C(F)(F)F,1
43880,O=C([C@@H]1CCOC2=CC=CC=C12)N1CCC(CC1)N1N=CC2=C1CNC2,0
43881,NCC1(O)CCN(CC1)C(=O)C1=CC=C(C=C1)C1CCCCC1,0
43882,CC1=CC=C(NC(=O)C2=CC=NC=C2)C=C1C1=NC=CO1,1
43883,CCC1=CC=C(CN2CCCNC(=O)[C@@H]2CC2=CC=CC=C2)O1,1
43884,C(N1CCOCC1)C1=CC(=CC=C1)C1=NOC(=N1)[C@H]1CCC2=C(C1)NN=C2,0
43885,CC(C)(OC1=CC=C(F)C=C1)C(=O)N1CCC[C@@H](C1)N1CCCC1,0
43886,CC(C)NC(=O)CCNC(=O)N1CCCN(CC2=CC=CC=C2)C[C@@H]1C,1
43887,CCCNC(=O)C1=CC=CC(=C1)C(=O)N1CCC[C@H]1C1=NOC(C)=C1,0
43888,FC1=CC=C(OCC(=O)N2CCN(CC2)C2=NC=NC3=C(F)C=CC=C23)C=C1,1
43890,COC1=CN=CC(=N1)C(=O)N1CCN(C2CC2)C2=CC(Cl)=CC=C12,0
43891,CCN1N=NC=C1CN1[C@@H]2C[C@H]3CC[C@]2(CS1(=O)=O)C3(C)C,0
43894,O=C(COC1=CC=CC=C1)NCC(=O)N1CC(CC2=CC=CC=C2)C1,0
43895,CN1C(=O)NC=C(C(=O)N2CCC[C@@H]2CC2=CC=CC=C2)C1=O,1
43896,CC1=CSC(=N1)N(C1CC1)C(=O)C1=CC=C2OCCOC2=C1,0
43897,C[C@]1(CN(CCO1)C(=O)NCCN1CCN(CC1)C(=O)C1CCC1)C(F)F,0
43898,CN1CCCC[C@@H]1CN1CCN(CCC2=CC=CC=C2)CC1,0
43899,FC1=CC=CC=C1CC(=O)N1CC[C@H](CN2CCCCC2)C1,0
43900,FC(F)(F)CN1CCC[C@@H](C1)C(=O)NC1CCN(CC1)C(=O)C1=CC=CC=C1,0
43901,CN(C)C1=CC(NC(=O)N2CC[C@]3(C2)CC(=O)C2=CC=CC=C2O3)=NC=N1,1
43902,CN1CCN(CC2=CC=CC=C12)C(=O)[C@@H]1CCCCN1C(=O)C1=CC=CO1,0
43903,CS(=O)(=O)C1=CC=CC=C1C(=O)NC1=CC=CC(=C1)C1=CN=CO1,0
43905,CN(C1CCN(CC1)C(=O)[C@H]1CCCOC1)C1=CC=CC=C1,0
43906,CC(C)NC(=O)NC1=CC=CC=C1C(=O)N1CCC[C@@H](C1)C1=NC(C)=NO1,1
43907,CS(=O)(=O)CC(=O)NC[C@H]1CCCCN(CC2=CC=CC=C2)C1,0
43909,CCC1=NC(CS(=O)(=O)C[C@H]2CCCO2)=NN1,0
43910,CN(C[C@H](O)CN1CCOCC1)C1=CC(Cl)=CC=C1C#N,1
43912,C[C@H]1CC(=O)NC2=CC=CC=C2N1C(=O)CN(C)C1=NC(=NS1)C1CC1,0
43913,CS(=O)(=O)C1=CC=CC=C1NC(=O)C1=CN=C(S1)C1=CC=CO1,1
43914,O=C(N1CCC[C@@H]1CC1=CC=CC2=CC=CC=C12)C1=NNC(=O)C=C1,0
43915,ClC1=CC=C(CN2CCO[C@@H](CN3C=NC=N3)C2)S1,0
43916,COCCN1CCN(C[C@@H](O)CN2C=NC3=CC(C)=C(C)C=C23)CC1,0
43917,O=C(N1CCC[C@@H](C1)N1C=CC=N1)C1=CC=C2COCC2=C1,0
43918,CC1=CC=CC(=N1)C(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=CN=C1,1
43919,CS(=O)(=O)C1=CC=C(NC2CCOCC2)C(=C1)S(C)(=O)=O,1
